"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"63ESKRQ2","journalArticle","2017","Kanhai, La Daana K.; Officer, Rick; Lyashevska, Olga; Thompson, Richard C.; O'Connor, Ian","Microplastic abundance, distribution and composition along a latitudinal gradient in the Atlantic Ocean","Marine Pollution Bulletin","","0025-326X","10.1016/j.marpolbul.2016.12.025","http://www.sciencedirect.com/science/article/pii/S0025326X16310116","Microplastics in the world's oceans are a global concern due to the potential threat they pose to marine organisms. This study investigated microplastic abundance, distribution and composition in the Atlantic Ocean on a transect from the Bay of Biscay to Cape Town, South Africa. Microplastics were sampled from sub-surface waters using the underway system of the RV Polarstern. Potential microplastics were isolated from samples and FT-IR spectroscopy was used to identify polymer types. Of the particles analysed, 63% were rayon and 37% were synthetic polymers. The majority of microplastics were identified as polyesters (49%) and blends of polyamide or acrylic/polyester (43%). Overall, fibres (94%) were predominant. Average microplastic abundance in the Atlantic Ocean was 1.15±1.45particlesm−3. Of the 76 samples, 14 were from the Benguela upwelling and there was no statistically significant difference in microplastic abundance between upwelled and non-upwelled sites.","2017-02-15","2021-01-26 13:51:50","2021-01-26 13:51:50","2021-01-26 13:51:50","307-314","","1","115","","Marine Pollution Bulletin","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\6161138\Zotero\storage\XZSE8QH4\Kanhai et al. - 2017 - Microplastic abundance, distribution and compositi.pdf; C:\Users\6161138\Zotero\storage\CYK387HA\S0025326X16310116.html","","","Atlantic Ocean; Marine debris; Microplastic; Sub-surface waters; Upwelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KKPS7T7","journalArticle","2015","Gago, Jesus; Henry, Maryvonne; Galgani, François","First observation on neustonic plastics in waters off NW Spain (spring 2013 and 2014)","Marine Environmental Research","","0141-1136","10.1016/j.marenvres.2015.07.009","http://www.sciencedirect.com/science/article/pii/S0141113615300167","This paper examines the presence and distribution of plastic particles in waters off the NW Spanish Atlantic coast. A pilot sampling program was initiated in 2013 to study the presence of plastic particles in surface waters. A total of 41 neuston samples were collected using a manta trawl fitted with a 333 μm mesh (21 samples in 2013 and 20 samples in 2014). Several types of plastic particles were observed in 95% of the stations. A total of 1463 plastic microparticles (<5 mm; mps) and 208 mesoparticles (>5 mm and <20 mm; MPS) were counted. Average concentrations recorded were 0.034 ± 0.032 and 0.176 ± 0.278 mps m−2 and 0.005 ± 0.005 and 0.028 ± 0.043 MPS m−2, respectively for 2013 and 2014. Results on this emerging topic are discussed as a preliminary step towards implementation of the Marine Strategy Framework Directive in the region. Harmonization of protocols for determination of plastic particles is urgently needed in order to compare results between regions and to ensure coherence in the implementation of the MSFD. This aspect is also important at a worldwide scale.","2015-10-01","2021-01-26 13:52:09","2021-01-26 13:52:09","2021-01-26 13:52:09","27-33","","","111","","Marine Environmental Research","","Particles in the Oceans: Implication for a safe marine environment","","","","","","en","","","","","ScienceDirect","","","","C:\Users\6161138\Zotero\storage\MLMVPYN2\Gago et al. - 2015 - First observation on neustonic plastics in waters .pdf; C:\Users\6161138\Zotero\storage\JYHDBDAQ\S0141113615300167.html","","","European MSFD; Floating plastics; Marine litter; Microplastics; NW Spain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SWVF4NH","journalArticle","2016","Frias, J. P. G. L.; Gago, J.; Otero, V.; Sobral, P.","Microplastics in coastal sediments from Southern Portuguese shelf waters","Marine Environmental Research","","0141-1136","10.1016/j.marenvres.2015.12.006","http://www.sciencedirect.com/science/article/pii/S0141113615300866","Microplastics are well-documented pollutants in the marine environment that result from fragmentation of larger plastic items. Due to their long chemical chains, they can remain in the environment for long periods of time. It is estimated that the vast majority (80%) of marine litter derives from land sources and that 70% will sink and remain at the bottom of the ocean. Microplastics that result from fragmentation of larger pieces of plastic are common to be found in beaches and in the water surface. The most common microplastics are pellets, fragments and fibres. This work provides original data of the presence of microplastics in coastal sediments from Southern Portuguese shelf waters, reporting on microplastic concentration and polymer types. Microplastic particles were found in nearly 56% of sediment samples, accounting a total of 31 particles in 27 samples. The vast majority were microfibers (25), identified as rayon fibres, and fragments (6) identified as polypropylene, through infrared spectroscopy (μ-FTIR). The concentration and polymer type data is consistent with other relevant studies and reports worldwide.","2016-03-01","2021-01-26 13:52:36","2021-01-26 13:52:36","2021-01-26 13:52:36","24-30","","","114","","Marine Environmental Research","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\6161138\Zotero\storage\C3QNAYMX\Frias et al. - 2016 - Microplastics in coastal sediments from Southern P.pdf; C:\Users\6161138\Zotero\storage\GYNBAS39\S0141113615300866.html","","","Algarve; FTIR; Marine litter; Microplastics; MSFD; Portugal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8CFT4YN","journalArticle","2015","Enders, Kristina; Lenz, Robin; Stedmon, Colin A.; Nielsen, Torkel G.","Abundance, size and polymer composition of marine microplastics ≥10μm in the Atlantic Ocean and their modelled vertical distribution","Marine Pollution Bulletin","","0025-326X","10.1016/j.marpolbul.2015.09.027","http://www.sciencedirect.com/science/article/pii/S0025326X15300370","We studied abundance, size and polymer type of microplastic down to 10μm along a transect from the European Coast to the North Atlantic Subtropical Gyre (NASG) using an underway intake filtration technique and Raman micro-spectrometry. Concentrations ranged from 13 to 501itemsm−3. Highest concentrations were observed at the European coast, decreasing towards mid-Atlantic waters but elevated in the western NASG. We observed highest numbers among particles in the 10–20μm size fraction, whereas the total volume was highest in the 50–80μm range. Based on a numerical model size-dependent depth profiles of polyethylene microspheres in a range from 10–1000μm were calculated and show a strong dispersal throughout the surface mixed layer for sizes smaller than 200μm. From model and field study results we conclude that small microplastic is ubiquitously distributed over the ocean surface layer and has a lower residence time than larger plastic debris in this compartment.","2015-11-15","2021-01-26 13:52:52","2021-01-26 13:52:52","2021-01-26 13:52:52","70-81","","1","100","","Marine Pollution Bulletin","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\6161138\Zotero\storage\DXHEAWMG\Enders et al. - 2015 - Abundance, size and polymer composition of marine .pdf; C:\Users\6161138\Zotero\storage\XTXR3R5A\S0025326X15300370.html","","","Continuous monitoring; Horizontal distribution; Model; Size-selective vertical distribution; Small microplastic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XS2HS7JK","journalArticle","2013","Dubaish, Fatehi; Liebezeit, Gerd","Suspended Microplastics and Black Carbon Particles in the Jade System, Southern North Sea","Water, Air, & Soil Pollution","","1573-2932","10.1007/s11270-012-1352-9","https://doi.org/10.1007/s11270-012-1352-9","Suspended microplastic and black carbon (BC) particles were determined in surface waters of the Jade system, southern North Sea, including freshwater sources. On average, 64 ± 194 granular particles, 88 ± 82 fibres and 30 ± 41 BC particles/L were recorded. Maximum numbers reached 1,770/L for granules, 650/L for fibres and 330/L for black carbon particles. The distribution along a transect from the inner to the outer part of the Jade system indicates granular particles to be dominant in the inner part, while fibres occur more prominently in the outer part. The distribution of BC particles was more uniform. All freshwater sources including sewage treatment plant effluents discharged microplastics, while BC was encountered only at two of nine discharge points.","2013-01-17","2021-01-26 13:53:12","2021-01-26 13:53:12","2021-01-26 13:53:12","1352","","2","224","","Water Air Soil Pollut","","","","","","","","en","","","","","Springer Link","","","","C:\Users\6161138\Zotero\storage\THZYRRPX\Dubaish and Liebezeit - 2013 - Suspended Microplastics and Black Carbon Particles.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYVTRV7W","journalArticle","2014","Ivar do Sul, Juliana A.; Costa, Monica F.; Fillmann, Gilberto","Microplastics in the pelagic environment around oceanic islands of the Western Tropical Atlantic Ocean","Water, Air, & Soil Pollution","","1573-2932","10.1007/s11270-014-2004-z","https://doi.org/10.1007/s11270-014-2004-z","Recent evidence suggests that microplastic pollution is widespread in every oceanic basin; however, there is limited data available for the tropical South Atlantic Ocean. The purpose of this study was to examine the distribution, density and characteristics of plastic particles in plankton samples collected in the western tropical Atlantic Ocean. Neustonic tows (N = 160) were conducted near three important insular environments (Fernando de Noronha, Abrolhos and Trindade), and the presence of microplastics in the ocean surface of these areas was confirmed for the first time. The collected microplastic particles included hard plastic fragments, plastic films, paint chips and fibres and strands, which were classified as a secondary source of microplastics. The stock of plastic originates from both land-based and marine-based sources. This type of marine pollution in the tropical Atlantic Ocean is a potential threat to important ecological species.","2014-06-10","2021-01-26 13:53:32","2021-01-26 13:53:32","2021-01-26 13:53:32","2004","","7","225","","Water Air Soil Pollut","","","","","","","","en","","","","","Springer Link","","","","C:\Users\6161138\Zotero\storage\8CXAPLBL\Ivar do Sul et al. - 2014 - Microplastics in the pelagic environment around oc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7X76ZUM","journalArticle","2018","Brach, Laurent; Deixonne, Patrick; Bernard, Marie-France; Durand, Edmée; Desjean, Marie-Christine; Perez, Emile; van Sebille, Erik; ter Halle, Alexandra","Anticyclonic eddies increase accumulation of microplastic in the North Atlantic subtropical gyre","Marine Pollution Bulletin","","0025-326X","10.1016/j.marpolbul.2017.10.077","http://www.sciencedirect.com/science/article/pii/S0025326X17309232","There are fundamental gaps in our understanding of the fates of microplastics in the ocean, which must be overcome if the severity of this pollution is to be fully assessed. The predominant pattern is high accumulation of microplastic in subtropical gyres. Using in situ measurements from the 7th Continent expedition in the North Atlantic subtropical gyre, data from satellite observations and models, we show how microplastic concentrations were up to 9.4 times higher in an anticyclonic eddy explored, compared to the cyclonic eddy. Although our sample size is small, this is the first suggestive evidence that mesoscale eddies might trap, concentrate and potentially transport microplastics. As eddies are known to congregate nutrients and organisms, this phenomenon should be considered with regards to the potential impact of plastic pollution on the ecosystem in the open ocean.","2018-01-01","2021-01-26 13:54:15","2021-01-26 13:54:15","2021-01-26 13:54:15","191-196","","","126","","Marine Pollution Bulletin","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\6161138\Zotero\storage\4DSTDRAJ\Brach et al. - 2018 - Anticyclonic eddies increase accumulation of micro.pdf; C:\Users\6161138\Zotero\storage\SGKZPD5A\S0025326X17309232.html","","","Marine litter; Mesoscale eddies; Microplastic; North Atlantic subtropical gyre; Oceanic current models; Satellite observations; Sea level anomalies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P75I48YH","journalArticle","2018","Barrows, A. P. W.; Cathey, S. E.; Petersen, C. W.","Marine environment microfiber contamination: Global patterns and the diversity of microparticle origins","Environmental Pollution","","0269-7491","10.1016/j.envpol.2018.02.062","http://www.sciencedirect.com/science/article/pii/S0269749117349400","Microplastic and microfiber pollution has been documented in all major ocean basins. Microfibers are one of the most common microparticle pollutants along shorelines. Over 9 million tons of fibers are produced annually; 60% are synthetic and ∼25% are non-synthetic. Non-synthetic and semi-synthetic microfibers are infrequently documented and not typically included in marine environment impact analyses, resulting in underestimation of a potentially pervasive and harmful pollutant. We present the most extensive worldwide microparticle distribution dataset using 1-liter grab samples (n = 1393). Our citizen scientist driven study shows a global microparticle average of 11.8 ± 24.0 particles L−1 (mean ± SD), approximately three orders of magnitude higher than global model predictions. Open ocean samples showed consistently higher densities than coastal samples, with the highest concentrations found in the polar oceans (n = 51), confirming previous empirical and theoretical studies. Particles were predominantly microfibers (91%) and 0.1–1.5 mm in length (77%), a smaller size than those captured in the majority of surface studies. Using μFT-IR we determined the material types of 113 pieces; 57% were classified as synthetic, 12% as semi-synthetic, and 31% as non-synthetic. Samples were taken globally, including from coastal environments and understudied ocean regions. Some of these sites are emerging as areas of concentrated floating plastic and anthropogenic debris, influenced by distant waste mismanagement and/or deposition of airborne particles. Incorporation of smaller-sized microfibers in oceanographic models, which has been lacking, will help us to better understand the movement and transformation of synthetic, semi-synthetic and non-synthetic microparticles in regional seas and ocean basins.","2018-06-01","2021-01-26 13:54:33","2021-01-26 13:54:33","2021-01-26 13:54:33","275-284","","","237","","Environmental Pollution","Marine environment microfiber contamination","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\6161138\Zotero\storage\72HGBN6D\Barrows et al. - 2018 - Marine environment microfiber contamination Globa.pdf; C:\Users\6161138\Zotero\storage\MXEH7E6Q\S0269749117349400.html","","","Citizen science; Marine pollution; Microfiber; Microparticle; Microplastic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMM6S84E","journalArticle","2017","Ter Halle, Alexandra; Jeanneau, Laurent; Martignac, Marion; Jardé, Emilie; Pedrono, Boris; Brach, Laurent; Gigault, Julien","Nanoplastic in the North Atlantic Subtropical Gyre","Environmental Science & Technology","","0013-936X","10.1021/acs.est.7b03667","https://doi.org/10.1021/acs.est.7b03667","Plastics can be found in all ecosystems across the globe. This type of environmental pollution is important, even if its impact is not fully understood. The presence of small plastic particles at the micro- and nanoscales is of growing concern, but nanoplastic has not yet been observed in natural samples. In this study, we examined four size fractions (meso-, large micro-, small micro-, and nanoplastics) of debris collected in the North Atlantic subtropical gyre. To obtain the nanoplastic portion, we isolated the colloidal fraction of seawater. After ultrafiltration, the occurrence of nanoscale particles was demonstrated using dynamic light scattering experiments. The chemical fingerprint of the colloids was obtained by pyrolysis coupled with gas chromatography–mass spectrometry. We demonstrated that the signal was anthropogenic and attributed to a combination of plastics. The polymer composition varied among the size classes. At the micro- and nanoscales, polyvinyl chloride, polyethylene terephthalate, polystyrene and polyethylene were observed. We also observed changes in the pyrolytic signals of polyethylene with decreasing debris size, which could be related to the structural modification of this plastic as a consequence of weathering.","2017-12-05","2021-01-26 13:56:14","2021-01-26 13:56:14","2021-01-26 13:56:14","13689-13697","","23","51","","Environ. Sci. Technol.","","","","","","","","","","","","","ACS Publications","","Publisher: American Chemical Society","","C:\Users\6161138\Zotero\storage\2J9WKLMA\Ter Halle et al. - 2017 - Nanoplastic in the North Atlantic Subtropical Gyre.pdf; C:\Users\6161138\Zotero\storage\B5MZFMKJ\acs.est.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DK98Z24Y","journalArticle","2018","Cabernard, Livia; Roscher, Lisa; Lorenz, Claudia; Gerdts, Gunnar; Primpke, Sebastian","Comparison of Raman and Fourier Transform Infrared Spectroscopy for the Quantification of Microplastics in the Aquatic Environment","Environmental Science & Technology","","0013-936X","10.1021/acs.est.8b03438","https://doi.org/10.1021/acs.est.8b03438","Microplastics (MPs, <5 mm) have been reported as emerging environmental contaminants, but reliable data are still lacking. We compared the two most promising techniques for MP analysis, namely, Raman and Fourier transform infrared (FTIR) spectroscopy, by analyzing MPs extracted from North Sea surface waters. Microplastics >500 μm were visually sorted and manually analyzed by μ-Raman and attenuated total reflection (ATR)-FTIR spectroscopy. Microplastics ≤500 μm were concentrated on gold-coated filters and analyzed by automated single-particle exploration coupled to μ-Raman (ASPEx-μ-Raman) and FTIR imaging (reflection mode). The number of identified MPs >500 μm was slightly higher for μ-Raman (+23%) than ATR-FTIR analysis. Concerning MPs ≤500 μm, ASPEx-μ-Raman quantified two-times higher MP numbers but required a four-times higher analysis time compared to FTIR imaging. Because ASPEx-μ-Raman revealed far higher MP concentrations (38–2621 particles m–3) compared to the results of previous water studies (0–559 particles m–3), the environmental concentration of MPs ≤500 μm may have been underestimated until now. This may be attributed to the exceptional increase in concentration with decreasing MP size found in this work. Our results demonstrate the need for further research to enable time-efficient routine application of ASPEx-μ-Raman for reliable MP counting down to 1 μm.","2018-11-20","2021-01-26 13:57:11","2021-01-26 13:57:11","2021-01-26 13:57:11","13279-13288","","22","52","","Environ. Sci. Technol.","","","","","","","","","","","","","ACS Publications","","Publisher: American Chemical Society","","C:\Users\6161138\Zotero\storage\KD5VX7DC\Cabernard et al. - 2018 - Comparison of Raman and Fourier Transform Infrared.pdf; C:\Users\6161138\Zotero\storage\PEHZBV2S\acs.est.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WYBUXETW","journalArticle","1980","Morris, Robert J.","Plastic debris in the surface waters of the South Atlantic","Marine Pollution Bulletin","","","","","Polyethylene and polypropylene pellets, together with tarballs, were found to be the most common contaminates of the sea surface in the Cape Basin area of the South Atlantic Ocean. This is an area far removed from any obvious source of such materials.","1980","2021-01-26 14:02:31","2021-01-26 14:03:15","","164–166","","6","11","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\6161138\Zotero\storage\IXGP8YTX\link.html; C:\Users\6161138\Zotero\storage\6B9Y88KS\0025326X80901447.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
